id,connectsWith,hasConnectionsWith
395241613,[433073],[]
850699463,[413065],[]
600795755,[413065],[]
827492392,[413014],[]
342732941,[148093],[]
49979641,[108945],[]
477527423,[462311],[]
907371652,[],[]
458012868,[],[]
126728263,[],[]
633912597,[],[]
992988978,[],[]
594953359,[],[]
748615745,[226799],[]
966917973,[462372],[]
966917974,[462372],[]
786052704,[375818871],[]
786052705,[531104],[]
494566507,[912849],[]
494566508,[],[]
835369289,[531398484],[]
266192488,[236955527],[]
874536625,[256128],[]
199559843,[808255902],[905386158]
815794667,[808255902],[905386158]
685296232,[472014],[]
435476404,[403292],[389174846]
777728190,[893964],[184449166]
976164504,[63806066],[]
284453587,[912985],[]
258772565,[894089],[]
708667982,[912901],[]
209082201,[894089],[401704033]
954952360,[638860],[]
390922209,[356966898],[422889]
390922210,[356966898],[]
861485761,[462322],[]
227495941,[207549],[]
821182910,[432764],[]
853249147,[383617],[]
635795593,[967215409],[]
333004588,[383816],[]
823168612,[315247],[]
201675359,[384697574],[]
471357300,[432808],[]
935764097,[579885],[]
830186655,[462086],[]
67911853,[432900],[187290]
459049147,[423025],[]
856514595,[447759107],[416773]
910468314,[],[]
442962448,[736963],[866038914]
81528331,[550908],[]
238679519,[668331],[]
267069707,[668331],[]
85950399,[],[]
423885388,[],[]
324841378,[],[]
523363492,[],[]
975884600,[],[]
975884602,[],[]
867719962,[433143],[]
379375824,[433032],[]
360499819,[874621],[]
516671863,[179295730],[301732141]
960751425,[874621],[897975988]
960751426,[874621],[]
960751427,[874621],[]
960751428,[874621],[]
156485251,[874621],[]
156485252,[874621],[]
897975988,[874621],[897975989]
897975989,[874621],[886029329]
194496209,[],[]
927078047,[],[236385]
677382294,[],[]
619927065,[678073],[]
711379240,[],[]
868181684,[],[]
535332999,[],[]
15156277,[],[]
570500582,[570182],[]
570500583,[413393],[]
836535009,[],[]
173312608,[632227173],[]
778145952,[373778],[]
778145953,[373778],[]
357884165,[373778],[]
183817896,[183817907],[305026]
183817897,[305777],[]
183817898,[315599],[]
183817899,[314864],[]
183817900,[305778],[]
183817901,[305779],[]
183817902,[],[]
183817903,[324704],[]
183817904,[],[315273]
183817905,[422960],[]
183817906,[305781],[]
183817907,[305780],[183817896]
183817908,[423073],[]
183817909,[335227],[]
183817910,[335226],[]
183817911,[335225],[]
183817912,[305782],[]
183817913,[305072],[]
183817914,[315603],[]
183817915,[423559],[]
183817916,[3156061],[]
183817917,[422833],[]
872350435,[423025],[]
101126540,[],[]
313840750,[],[]
872106931,[678324],[]
671593467,[],[]
521439681,[256128],[]
379233464,[],[]
467042568,[472014],[]
625626693,[472014],[]
372350839,[472014],[]
1677899,[472014],[]
832104041,[432808],[]
587180153,[],[]
573378376,[],[471681412]
251060662,[291526921],[]
284997408,[422859],[]
112487386,[678183],[]
166434539,[403285],[166434540]
166434540,[166434539],[]
286808787,[472014],[]
144825573,[],[]
47606496,[423025],[823121346]
305770200,[],[]
164241957,[707498],[]
164241958,[707498],[]
94809617,[472063],[]
94809618,[472063],[]
834766850,[],[]
132860152,[422932],[]
948291971,[472014],[]
400889194,[423025],[]
999196280,[423025],[]
85264970,[],[]
569531631,[],[260333638]
430344980,[],[]
430344981,[],[]
632192759,[756518],[]
659746118,[413389],[]
374122553,[737063],[]
260333638,[569531631],[]
440947682,[],[]
691963965,[],[]
589744740,[],[]
389853508,[256151],[]
812335599,[],[]
398214850,[834296],[]
666067877,[423025],[]
666067878,[],[]
728329643,[570531],[]
728329644,[579885],[]
728329645,[541139],[]
728329646,[],[]
579570263,[],[]
723135880,[197184],[]
723135881,[197488],[]
723135883,[423025],[]
660349527,[570420],[]
238864239,[589901],[]
639017286,[413112],[]
622079673,[531061],[]
394168051,[599587],[]
866779647,[423072],[]
820932073,[413328],[]
563800136,[491741],[]
360312698,[423025],[]
360312699,[423025],[]
108879169,[687902],[]
69255711,[],[]
389338583,[736918],[736952]
142165735,[433032],[]
991341,[154459219],[314872]
991320,[992072],[]
3156062,[],[535279837]
857326,[],[]
305065,[],[]
305066,[],[]
305068,[],[584305092]
305069,[],[]
305071,[],[]
305072,[],[183817913]
305074,[],[]
305079,[],[]
305080,[],[]
305082,[],[]
305083,[],[]
305084,[],[]
305085,[],[]
305086,[],[]
305087,[],[]
305089,[],[]
305090,[319376],[305781]
305091,[],[]
305092,[],[]
305095,[],[]
305097,[],[]
305099,[],[]
305100,[],[]
305102,[],[]
305103,[],[]
305104,[],[]
305105,[],[]
305106,[],[295279]
305107,[],[]
305108,[],[]
305109,[],[]
305110,[],[]
305111,[],[]
305112,[],[]
305114,[],[]
305116,[],[]
305117,[],[]
305118,[],[]
305119,[],[]
305120,[],[295279]
305121,[],[]
305122,[],[]
305124,[],[]
305126,[],[]
305127,[],[]
305128,[],[]
305129,[],[]
305130,[],[]
305131,[],[]
305132,[],[]
305136,[],[]
305137,[305163],[305779]
305138,[],[]
305140,[],[]
305141,[],[]
305142,[285482],[305778]
305143,[],[]
305145,[],[]
305146,[],[]
305147,[],[]
305148,[],[]
305149,[],[]
305150,[],[]
305151,[],[]
305153,[],[]
305154,[],[]
305155,[],[]
305156,[],[]
305157,[],[]
305158,[],[]
305160,[],[]
305161,[],[]
305163,[],[305137]
305164,[],[]
305165,[],[]
305166,[],[305782]
305167,[],[308043]
305168,[],[]
305169,[],[]
305170,[],[]
305171,[],[305777]
305172,[],[]
305174,[],[]
305177,[],[]
305178,[],[]
305180,[],[]
305181,[],[]
305183,[],[]
305184,[],[]
305185,[],[]
305187,[],[]
305188,[],[]
305189,[],[]
305777,[305171],[183817897]
305778,[305142],[183817900]
305779,[305137],[183817901]
305780,[],[183817907]
305781,[305090],[183817906]
305782,[305166],[183817912]
306532,[],[]
306533,[],[]
306534,[],[]
307287,[],[]
307288,[],[]
307289,[],[]
307290,[],[]
307291,[],[]
308042,[],[]
308043,[305167],[]
309552,[],[305778]
310307,[],[]
310308,[],[]
310309,[],[]
310310,[],[]
310311,[],[]
310312,[],[]
310313,[],[]
310314,[],[]
310315,[],[]
310316,[],[]
310317,[],[]
310318,[],[]
310319,[],[]
310320,[],[]
310321,[],[]
310322,[],[]
310323,[],[]
310324,[],[]
310325,[],[]
310326,[],[]
310327,[],[]
311062,[],[]
311063,[],[]
311064,[],[]
311065,[],[]
311066,[],[]
311067,[],[]
311068,[],[]
311069,[],[]
311070,[],[]
311071,[338300],[]
311072,[],[]
311073,[],[]
311074,[],[]
311075,[],[]
311076,[],[]
311077,[],[]
311078,[305090],[]
311079,[],[]
311080,[],[]
311082,[],[]
311083,[],[]
311084,[],[]
311086,[],[]
311087,[],[]
311088,[],[]
311089,[],[]
311090,[],[]
311091,[],[]
311092,[],[]
311093,[],[]
311094,[],[]
311096,[],[]
311098,[],[]
311099,[],[]
311100,[],[]
311104,[],[]
311105,[],[]
311107,[],[]
311108,[],[]
311109,[],[]
311111,[],[]
311113,[],[]
311114,[],[]
311116,[],[]
311118,[],[]
311119,[],[]
311120,[],[]
311121,[],[]
311122,[],[]
311123,[],[]
311124,[],[]
311125,[],[]
311127,[],[]
311128,[],[]
311129,[],[]
311131,[],[]
311133,[],[]
311134,[],[]
311136,[],[]
311138,[],[]
311139,[],[]
311141,[],[]
311142,[],[]
311143,[],[]
311145,[],[]
311146,[],[]
311147,[],[]
311148,[],[]
311149,[],[]
311150,[],[]
311151,[],[]
311152,[],[]
311153,[305090],[]
311155,[],[]
311156,[],[]
311158,[],[]
311159,[],[]
311160,[],[]
311161,[],[]
311162,[],[]
311164,[],[]
311165,[],[]
314837,[],[]
314838,[],[]
314839,[],[]
314840,[],[]
314841,[],[]
314842,[],[]
314843,[],[]
314844,[],[]
314845,[],[]
314847,[],[]
314848,[],[]
314849,[],[]
314850,[],[]
314851,[],[]
314852,[],[]
314853,[],[]
314854,[],[]
314855,[],[]
314857,[],[]
314858,[],[]
314859,[],[]
314860,[],[]
314861,[],[]
314862,[],[]
314863,[],[]
314864,[],[183817899]
314865,[],[]
314866,[],[]
314867,[],[]
314869,[],[]
314870,[],[]
314871,[],[]
314872,[991341],[]
314873,[],[]
314874,[],[]
314875,[],[]
314876,[],[]
314877,[],[]
314878,[],[]
314880,[],[]
314881,[],[]
314882,[],[]
314883,[],[]
314885,[],[]
314886,[],[]
314887,[],[]
314888,[],[]
314889,[],[]
314890,[],[]
314891,[],[]
314892,[],[]
314893,[],[]
314894,[],[]
314895,[],[]
314896,[],[]
314897,[],[]
314899,[],[]
314900,[],[]
314901,[],[]
314902,[],[]
314903,[],[]
314904,[],[]
314905,[],[]
314906,[],[]
314907,[],[]
314908,[],[]
314910,[],[]
314911,[],[]
314912,[],[55568842]
314916,[],[]
314917,[],[]
314918,[],[]
314919,[],[]
314920,[],[]
314921,[315249],[634585139]
314922,[],[]
314923,[],[]
314925,[],[]
314926,[],[]
314927,[],[]
314928,[],[]
314929,[],[]
314930,[],[]
314931,[],[]
314932,[],[]
314933,[],[]
314934,[],[]
314935,[],[]
314936,[],[]
314937,[],[]
314939,[],[]
314940,[],[]
314941,[],[]
314942,[],[]
314943,[],[]
314945,[],[]
314946,[],[]
314947,[],[]
314948,[],[]
314949,[],[]
314951,[],[]
314953,[],[]
314954,[315071],[]
314955,[],[]
314956,[],[468348714]
314957,[],[]
314958,[],[]
314959,[],[]
314960,[],[]
314961,[],[]
314962,[],[]
314963,[],[]
314964,[],[]
314965,[],[]
314966,[],[]
314967,[],[]
314968,[],[]
314969,[],[]
314971,[],[]
314972,[],[]
314973,[],[]
314974,[],[]
314975,[],[]
314976,[],[]
314977,[],[]
314978,[],[]
314979,[],[]
314980,[],[]
314981,[],[]
314982,[],[]
314983,[],[]
314984,[],[]
314985,[],[]
314986,[],[]
314987,[],[]
314988,[],[]
314989,[],[]
314990,[],[]
314991,[],[]
314992,[],[]
314993,[],[]
314994,[],[]
314995,[],[]
314997,[],[]
314998,[],[]
314999,[],[]
315000,[],[]
315001,[],[]
315002,[],[]
315003,[],[]
315004,[],[]
315005,[],[]
315006,[],[]
315007,[],[]
315008,[],[]
315009,[],[]
315010,[],[]
315011,[],[]
315012,[],[]
315013,[],[]
315014,[],[]
315015,[],[]
315016,[],[]
315017,[],[]
315018,[],[]
315019,[],[]
315020,[],[]
315022,[],[]
315023,[],[]
315024,[],[]
315025,[],[]
315026,[],[]
315027,[],[]
315028,[],[]
315029,[],[]
315030,[],[]
315031,[],[]
315032,[],[]
315033,[],[]
315034,[],[]
315035,[],[]
315036,[315249],[]
315038,[],[]
315039,[],[]
315041,[],[]
315043,[],[]
315044,[],[]
315046,[],[]
315048,[],[]
315049,[],[]
315050,[],[]
315051,[],[]
315052,[],[]
315053,[],[]
315054,[],[]
315055,[],[]
315057,[],[]
315058,[],[]
315059,[],[]
315060,[],[]
315061,[],[]
315062,[],[]
315063,[],[]
315065,[],[745799804]
315066,[],[]
315068,[],[]
315069,[],[]
315070,[],[]
315071,[],[]
315072,[],[]
315073,[],[]
315074,[],[]
315075,[],[]
315076,[],[]
315077,[],[]
315079,[],[]
315080,[],[]
315081,[],[]
315082,[],[]
315083,[],[]
315084,[],[908291906]
315085,[319376],[757111781]
315086,[],[]
315087,[],[]
315088,[],[]
315090,[],[]
315091,[319378],[]
315092,[],[]
315093,[],[]
315094,[],[]
315095,[],[]
315098,[],[]
315099,[],[]
315100,[],[]
315102,[],[]
315103,[],[]
315104,[],[]
315105,[],[]
315106,[],[]
315107,[],[]
315108,[],[159187279]
315110,[],[]
315111,[],[]
315112,[],[]
315113,[],[213639133]
315114,[],[]
315115,[],[]
315116,[],[]
315117,[],[]
315118,[],[]
315119,[],[]
315120,[],[]
315121,[],[]
315123,[],[]
315124,[],[]
315126,[],[]
315127,[],[]
315128,[],[]
315129,[],[]
315130,[],[]
315131,[],[]
315132,[],[]
315134,[],[]
315135,[],[]
315136,[],[]
315137,[],[]
315138,[],[]
315139,[],[]
315140,[],[]
315141,[],[]
315142,[],[]
315143,[],[]
315144,[],[]
315145,[],[]
315147,[],[]
315148,[],[]
315149,[],[]
315150,[],[]
315151,[],[]
315152,[319378],[]
315153,[],[]
315154,[],[]
315155,[],[]
315156,[],[]
315157,[],[]
315158,[],[]
315159,[],[]
315161,[],[]
315162,[],[]
315163,[],[]
315164,[],[]
315165,[],[]
315166,[],[]
315167,[],[]
315168,[],[]
315169,[],[]
315170,[],[]
315171,[],[]
315172,[],[]
315173,[],[]
315174,[],[823615780]
315175,[],[]
315176,[],[]
315177,[],[]
315178,[],[]
315179,[],[]
315180,[],[]
315181,[],[]
315183,[],[]
315184,[],[]
315185,[],[]
315186,[],[]
315187,[],[]
315188,[],[]
315189,[],[]
315190,[],[]
315191,[],[]
315192,[315238],[]
315193,[],[]
315194,[],[]
315195,[],[]
315196,[],[]
315197,[],[]
315198,[319376],[]
315199,[319378],[]
315200,[],[]
315201,[],[]
315202,[],[]
315203,[],[]
315205,[],[]
315206,[],[]
315207,[],[748715107]
315208,[],[]
315209,[],[]
315210,[],[]
315211,[],[]
315212,[],[]
315213,[],[]
315214,[],[]
315215,[],[]
315216,[],[38100986]
315217,[],[]
315218,[],[]
315219,[],[315599]
315220,[],[367302468]
315221,[],[]
315222,[],[]
315223,[],[178030496]
315224,[],[]
315225,[],[]
315226,[],[]
315227,[],[]
315228,[],[]
315230,[],[]
315231,[],[]
315233,[],[]
315235,[],[]
315236,[],[]
315237,[],[547728517]
315238,[],[315192]
315240,[],[]
315241,[],[]
315242,[],[20481513]
315243,[],[]
315244,[],[]
315245,[],[]
315246,[],[]
315247,[],[823168612]
315248,[],[907258690]
315249,[776],[314921]
315250,[],[]
315251,[],[]
315253,[],[]
315254,[],[]
315255,[],[]
315256,[],[]
315258,[],[]
315259,[328428],[]
315260,[],[]
315261,[],[]
315262,[],[]
315263,[],[]
315264,[],[]
315265,[],[]
315267,[],[]
315268,[],[]
315269,[],[]
315270,[],[]
315271,[],[]
315272,[],[]
315273,[183817904],[]
315593,[],[]
315594,[],[]
315595,[],[]
315596,[],[]
315597,[],[]
315598,[],[]
315599,[315219],[183817898]
315600,[],[]
315601,[],[]
315602,[],[]
315603,[],[183817914]
315604,[],[]
315605,[],[]
315606,[],[535279838]
315607,[],[]
316347,[],[]
317102,[],[]
317857,[],[]
317858,[],[]
317859,[],[]
317860,[],[]
317861,[],[]
317862,[],[]
318613,[],[]
318614,[],[]
318615,[315174],[]
318616,[],[]
318617,[],[]
318618,[],[]
318619,[],[]
318620,[],[]
318621,[],[]
318622,[],[]
319367,[],[]
319368,[],[]
319369,[],[]
319370,[],[]
319371,[],[]
319372,[],[]
319373,[],[]
319374,[],[]
319375,[],[]
319376,[],[315198]
319377,[],[]
319378,[],[315199]
319379,[],[]
319380,[],[]
319381,[],[]
319382,[],[]
319383,[],[]
319384,[],[]
319385,[],[]
320122,[],[]
320123,[],[]
320124,[],[]
320125,[],[]
320126,[],[]
320127,[],[]
320128,[],[]
320129,[],[]
320130,[],[]
320131,[],[]
320132,[],[]
320133,[],[]
320134,[],[]
320877,[315174],[]
320878,[],[]
321632,[],[]
434423626,[423025],[582254847]
767047425,[],[]
862544795,[],[]
116722325,[992073],[991352]
842000735,[],[]
651422974,[],[]
425272783,[472014],[]
591210113,[599577],[]
244211030,[373732],[]
455355586,[506349985],[]
835972236,[432873],[]
707263269,[648801],[]
829196251,[433032],[]
442241741,[],[59969]
939537684,[433032],[]
999909607,[433032],[]
999909608,[433032],[]
629116433,[433032],[]
600118250,[433032],[]
728068766,[91357],[]
842094503,[],[]
671053357,[20487],[]
498102722,[],[]
930907033,[1043],[678334]
352972521,[],[]
352972522,[],[]
997535409,[834296],[]
851753991,[],[]
509457605,[],[]
721060792,[423025],[]
832282346,[472014],[]
215496319,[],[]
473876126,[462503],[]
329386245,[],[]
248782116,[],[10280471]
248782117,[373778],[]
480644113,[],[]
92641217,[],[]
248570175,[],[]
548553086,[],[]
31748292,[],[]
359852688,[874304],[]
359852689,[874772],[359852688]
321202592,[],[]
588459218,[],[]
588459219,[],[]
198220760,[],[]
738817254,[],[]
165170191,[],[]
165170192,[],[]
165170193,[],[]
579047271,[89097],[89125]
973869063,[472014],[]
347679708,[472014],[]
430841433,[472014],[]
734260208,[472014],[]
50391614,[462492],[]
12504073,[],[]
937883502,[],[]
540510822,[707498],[]
334522083,[],[]
132276185,[433032],[]
38626420,[433032],[]
81187433,[433032],[]
964510417,[],[]
964510418,[],[]
964510419,[],[]
600065939,[],[]
858843277,[],[]
736595947,[174900201],[]
972561590,[79532],[]
922522298,[403263],[]
405244946,[216981],[]
687658192,[],[]
22059127,[845],[]
961678240,[],[]
145018742,[609295],[]
512867195,[506349985],[]
646165662,[404424015],[]
532675709,[],[]
923122730,[912849],[494566507]
531398484,[],[835369289]
650881089,[589748],[]
526188175,[413037],[]
235166067,[540984],[]
242727660,[638958],[]
200345143,[530824],[]
43994933,[157834],[]
554161962,[413170],[]
885142066,[373879],[]
136366606,[324835],[]
748558963,[324774],[]
889966867,[],[]
103808101,[423025],[268637493]
765360192,[],[]
838429392,[],[]
991190962,[472014],[]
235417142,[],[]
749202987,[],[]
902088536,[20487],[]
413249073,[413036],[]
789604416,[],[]
678273,[],[]
678274,[],[]
678275,[],[]
678277,[],[]
678280,[],[]
678281,[],[]
678282,[],[]
678283,[],[]
678284,[],[]
678285,[],[]
678286,[],[]
678287,[],[]
678288,[],[]
678289,[],[]
678291,[],[]
678293,[],[]
678294,[],[]
678295,[],[]
678296,[],[]
678297,[],[]
678298,[],[]
678299,[],[]
678300,[],[]
678301,[678403],[]
678302,[],[]
678304,[],[]
678305,[],[]
678306,[],[]
678307,[],[]
678308,[],[]
678309,[],[]
678311,[],[]
678314,[],[]
678315,[743967163],[]
678316,[],[]
678318,[],[]
678319,[],[]
678321,[1043],[]
678322,[],[]
678323,[],[]
678324,[],[872106931]
678325,[],[]
678326,[],[]
678328,[],[]
678329,[],[]
678330,[],[]
678332,[],[]
678333,[],[]
678334,[930907033],[]
678336,[],[]
678338,[],[]
678341,[],[]
678342,[],[]
678343,[],[]
678344,[],[]
678345,[],[]
678346,[],[]
678347,[],[]
678348,[],[]
678349,[],[]
678350,[],[]
678351,[],[]
678352,[],[]
678354,[],[]
678355,[],[]
678356,[],[]
678357,[],[]
678358,[],[]
678359,[],[]
678360,[],[]
678361,[],[]
678362,[],[]
678363,[],[]
678365,[],[]
678366,[],[]
678367,[],[]
678368,[],[]
678369,[981527],[]
678370,[1001939],[]
678371,[],[]
678372,[],[]
678374,[],[]
678375,[],[]
678376,[],[]
678377,[],[]
678378,[687932],[181951763]
678380,[],[]
678381,[],[]
678382,[],[]
678383,[],[]
678385,[],[]
678386,[],[]
678387,[],[]
678390,[],[]
678391,[],[]
678392,[],[]
678393,[],[]
678395,[],[]
678397,[],[]
678398,[],[]
678401,[1001939],[791438655]
678402,[],[]
678403,[],[678301]
678404,[],[]
678405,[],[]
678407,[],[]
678410,[],[]
678411,[],[]
678412,[],[]
678413,[],[]
678414,[],[]
678415,[],[]
678416,[],[]
678417,[],[]
678418,[],[]
678419,[],[]
678421,[],[]
678422,[],[]
678423,[],[]
678424,[],[]
678425,[],[]
678426,[],[]
678427,[],[]
678428,[],[]
678429,[],[]
678430,[687932],[678431]
678431,[678430],[]
678432,[],[]
678433,[],[]
678434,[],[]
678435,[],[]
678436,[],[]
678437,[],[680257]
678439,[],[]
678440,[],[]
678441,[],[]
678442,[],[]
678443,[],[]
678444,[],[]
678445,[],[]
678447,[743967163],[]
678448,[743967163],[]
678452,[],[]
678454,[],[]
678455,[],[]
678458,[],[]
678459,[],[]
678747,[],[]
678748,[],[]
678749,[],[]
678750,[],[]
678751,[],[]
678752,[],[]
678753,[],[]
678754,[678138],[]
678755,[],[]
678756,[],[]
678757,[],[]
678758,[],[]
678759,[],[]
678760,[],[]
678761,[],[]
678762,[],[]
678763,[],[]
678764,[],[]
678765,[],[]
679502,[],[]
679503,[],[]
679504,[],[]
679505,[],[]
679506,[678268],[]
679507,[],[]
679508,[],[]
679509,[],[]
679510,[],[]
679511,[],[]
679512,[],[]
680257,[678437],[]
681012,[],[]
681767,[],[]
681769,[],[]
681771,[],[]
681772,[],[]
681773,[],[]
681774,[],[]
681775,[],[]
681776,[],[]
681777,[],[]
681778,[],[]
681779,[],[]
681780,[],[]
681781,[],[]
681782,[],[]
681783,[],[]
681784,[],[]
681785,[],[]
681786,[],[]
681787,[],[]
681788,[],[]
681789,[],[]
681790,[],[]
681791,[],[]
681792,[],[]
681793,[],[]
681794,[],[]
681795,[],[]
681796,[],[]
681797,[],[]
681798,[],[]
681799,[],[]
681800,[],[]
681801,[],[]
681802,[],[]
681803,[],[]
681804,[],[]
681805,[],[]
681806,[],[]
681807,[],[]
681808,[],[]
682522,[],[]
682523,[],[]
682524,[],[]
682525,[],[]
682526,[],[]
682527,[],[]
682528,[],[]
682530,[],[]
682531,[],[]
682532,[],[]
682534,[],[]
682535,[],[]
682536,[],[]
682537,[],[]
682538,[],[]
682540,[],[]
682541,[],[]
682542,[],[]
682543,[],[]
682545,[],[]
682546,[],[]
682548,[],[]
682549,[],[]
682550,[],[]
682551,[],[]
682553,[],[]
682555,[],[]
682556,[],[]
682557,[],[]
682559,[],[]
682560,[],[]
682561,[],[]
682562,[],[]
682564,[],[]
682565,[],[]
682567,[],[]
682569,[],[]
682570,[],[]
682572,[],[]
682574,[],[]
682576,[],[]
682577,[],[]
682579,[],[]
683277,[],[]
683278,[],[]
687809,[],[]
687810,[],[]
687817,[],[]
687820,[],[]
687823,[],[]
687824,[],[]
687825,[],[]
687826,[],[]
687828,[],[]
687831,[],[]
687834,[],[]
687835,[],[]
687837,[],[]
687838,[660988416],[]
687839,[660988416],[]
687843,[1001939],[]
687846,[],[690103]
687847,[],[]
687850,[],[]
687851,[],[]
687852,[],[]
687854,[1001939],[52124866]
687855,[],[]
687856,[],[]
687857,[],[]
687858,[],[]
687859,[],[]
687860,[],[]
687862,[],[]
687863,[],[]
687864,[],[]
687865,[],[]
687868,[],[]
687869,[],[]
687870,[],[]
687871,[],[]
687872,[],[]
687874,[],[]
687875,[],[]
687876,[],[]
687880,[],[]
687881,[],[]
687884,[],[]
687885,[],[]
687887,[687985],[]
687888,[660988416],[]
687890,[],[]
687891,[],[]
687892,[],[690103]
687893,[],[]
687894,[],[]
687895,[],[]
687896,[],[]
687897,[],[]
687898,[],[]
687900,[],[]
687901,[],[]
687902,[660988416],[108879169]
687903,[],[]
687904,[],[]
687905,[],[]
687907,[],[]
687908,[],[]
687909,[],[]
687910,[690074],[]
687913,[],[]
687915,[],[690093]
687916,[],[]
687917,[687932],[]
687919,[],[]
687920,[],[]
687921,[],[]
687922,[],[]
687923,[],[]
687925,[],[]
687926,[],[]
687927,[981527],[]
687928,[1001939],[973646718]
687929,[],[]
687930,[],[]
687931,[1001939],[]
687932,[697709],[644616861]
687933,[],[]
687934,[981527],[260940008]
687936,[],[]
687938,[],[]
687943,[],[]
687944,[],[]
687946,[],[]
687947,[],[]
687949,[],[]
687951,[],[]
687952,[],[]
687953,[1001939],[]
687954,[],[]
687957,[],[]
687959,[],[]
687960,[],[690105]
687961,[],[]
687963,[687985],[690105]
687964,[],[]
687965,[],[]
687966,[],[]
687967,[],[]
687968,[697709],[886501855]
687969,[],[]
687971,[],[]
687972,[],[]
687973,[],[]
687974,[],[]
687975,[],[]
687976,[],[]
687977,[],[]
687979,[],[]
687981,[],[]
687985,[1001941],[687963]
687988,[],[]
687991,[],[]
687992,[],[]
687993,[],[]
687995,[930907033],[368882108]
687996,[690074],[]
688003,[],[]
688007,[],[]
688008,[],[]
688010,[],[]
688011,[],[]
688012,[],[]
688014,[],[]
688015,[],[]
688016,[],[]
688017,[],[]
688018,[],[]
688020,[687985],[]
688021,[687985],[]
688022,[],[]
688023,[],[]
688024,[],[]
688025,[],[]
688026,[],[]
688028,[],[]
688030,[687985],[]
688031,[],[]
688033,[],[]
688034,[],[]
688035,[],[]
688036,[],[]
688038,[687985],[]
688039,[],[690105]
688040,[690074],[]
688041,[],[]
688042,[],[]
688043,[],[]
688047,[],[690093]
688050,[],[]
688562,[],[]
688563,[],[]
688564,[688003],[]
688565,[687831],[]
688566,[],[]
688567,[],[]
688568,[],[]
688569,[],[]
688570,[],[]
688571,[],[]
688572,[],[]
688573,[],[]
689317,[],[]
689318,[],[]
689319,[],[]
689320,[],[]
689321,[],[]
689322,[],[]
689323,[],[]
689324,[687932],[]
690072,[],[]
690073,[],[]
690074,[],[687996]
690075,[],[]
690076,[],[]
690077,[],[]
690078,[],[]
690079,[],[]
690080,[],[]
690081,[],[]
690082,[],[]
690083,[],[]
690084,[],[]
690085,[],[]
690086,[],[]
690087,[],[]
690088,[],[]
690089,[],[]
690090,[],[]
690091,[],[]
690092,[],[]
690093,[687915],[]
690094,[],[]
690095,[],[]
690096,[],[]
690097,[],[]
690098,[],[]
690099,[],[]
690100,[],[]
690101,[],[]
690102,[],[]
690103,[687846],[]
690104,[],[]
690105,[687960],[]
690106,[],[]
690107,[],[]
690110,[],[]
690827,[],[]
690828,[],[]
690829,[],[]
690830,[],[]
690831,[],[]
690832,[],[]
690833,[],[]
690834,[],[]
691582,[],[]
69463,[],[]
69465,[20420],[982326584]
69467,[],[]
69468,[],[]
69469,[],[]
69470,[],[]
69471,[],[]
69472,[],[]
69474,[],[]
69475,[],[]
69476,[],[]
69479,[],[]
69483,[],[]
69484,[],[]
69485,[],[]
69486,[],[]
69487,[],[]
69488,[],[]
69490,[],[]
69491,[283851546],[]
69493,[],[]
69494,[],[]
69495,[],[]
69497,[],[]
69500,[],[]
69504,[],[]
69505,[],[]
69507,[],[76617563]
69508,[],[]
69511,[],[]
69515,[],[]
69517,[],[]
69518,[],[]
69522,[],[]
69524,[],[]
69525,[],[]
69526,[],[]
69527,[20420],[69567]
69528,[],[]
69532,[],[]
69533,[],[]
69534,[],[]
69535,[],[]
69538,[],[]
69539,[],[]
69540,[109110],[]
69542,[],[]
69544,[],[352004118]
69546,[20420],[]
69547,[],[69585]
69550,[],[]
69551,[69465],[]
69552,[],[]
69554,[],[]
69556,[],[]
69557,[],[]
69558,[],[]
69560,[],[]
69561,[],[]
69562,[],[]
69563,[],[]
69564,[],[]
69565,[],[]
69566,[],[]
69567,[69527],[]
69569,[845],[]
69571,[],[]
69572,[],[]
69574,[],[]
69576,[20420],[]
69577,[],[]
69579,[20420],[]
69582,[],[]
69583,[],[]
69584,[],[]
69585,[69547],[]
697622,[],[]
697623,[],[]
697624,[],[]
697625,[],[]
697626,[],[]
697627,[],[]
697629,[],[]
697632,[],[]
697633,[],[]
697634,[],[]
697635,[],[]
697639,[],[]
697640,[],[]
697641,[],[]
697642,[],[]
697643,[],[]
697644,[],[]
697646,[],[]
697647,[],[]
697648,[],[]
697651,[],[]
697652,[],[]
697653,[],[]
697654,[857932176],[]
697657,[],[]
697658,[],[]
697662,[],[]
697665,[],[]
697666,[],[]
697669,[],[]
697675,[],[]
697677,[],[]
697681,[],[]
697682,[],[]
697683,[],[]
697684,[],[]
697685,[],[]
697686,[],[]
697687,[29677],[]
697688,[],[]
697689,[],[]
697690,[],[]
697691,[],[]
697695,[],[]
697696,[],[]
697697,[],[]
697698,[],[]
697700,[],[]
697701,[],[]
697702,[],[]
697704,[],[]
697707,[],[]
697708,[],[]
697709,[],[687932]
697710,[],[]
697711,[],[]
697712,[],[]
697713,[],[]
697714,[],[]
697715,[],[]
697719,[],[]
697721,[563265622],[]
697722,[],[]
697724,[],[]
697725,[746711],[777218559]
697726,[],[]
697728,[],[696690498]
697729,[],[]
697732,[],[]
697733,[],[]
697734,[],[]
697735,[],[]
697736,[],[]
697737,[],[]
697738,[],[]
697739,[],[]
697740,[],[]
697744,[],[]
697745,[],[]
697746,[],[]
697748,[],[]
697750,[],[]
